start_district_nm,end_district_nm,transport_type,vehicle_type,trip_cnt,trip_dur
Останкинский,Троицк,lt,,8.0,
Останкинский,Тропарёво-Никулино,lt,,,56.0
Останкинский,Тропарёво-Никулино,lt,,17.0,
Останкинский,Тёплый Стан,lt,,,54.0
Останкинский,Тёплый Стан,lt,,9.0,
Останкинский,Фили-Давыдково,lt,,,33.0
Останкинский,Фили-Давыдково,lt,,20.0,
Останкинский,Филимонковский,lt,,,69.0
Останкинский,Филимонковский,lt,,8.0,
Останкинский,Филёвский Парк,lt,,,30.0
Останкинский,Филёвский Парк,lt,,24.0,
Останкинский,Хамовники,lt,,,34.0
Останкинский,Хамовники,lt,,87.0,
Останкинский,Ховрино,lt,,,21.0
Останкинский,Ховрино,lt,,27.0,
Останкинский,Хорошёво-Мнёвники,lt,,,30.0
Останкинский,Хорошёво-Мнёвники,lt,,48.0,
Останкинский,Хорошёвский,lt,,,29.0
Останкинский,Хорошёвский,lt,,64.0,
Останкинский,Царицыно,lt,,,41.0
Останкинский,Царицыно,lt,,4.0,
Останкинский,Чертаново Северное,lt,,,47.0
Останкинский,Чертаново Северное,lt,,14.0,
Останкинский,Чертаново Центральное,lt,,,58.0
Останкинский,Чертаново Центральное,lt,,2.0,
Останкинский,Чертаново Южное,lt,,,55.0
Останкинский,Чертаново Южное,lt,,22.0,
Останкинский,Черёмушки,lt,,,51.0
Останкинский,Черёмушки,lt,,13.0,
Останкинский,Щербинка,lt,,,86.0
Останкинский,Щербинка,lt,,5.0,
Останкинский,Щукино,lt,,,33.0
Останкинский,Щукино,lt,,33.0,
Останкинский,Южное Бутово,lt,,,68.0
Останкинский,Южное Бутово,lt,,3.0,
Останкинский,Южное Медведково,lt,,,17.0
Останкинский,Южное Медведково,lt,,15.0,
Останкинский,Южное Тушино,lt,,,41.0
Останкинский,Южное Тушино,lt,,4.0,
Останкинский,Южнопортовый,lt,,,31.0
Останкинский,Южнопортовый,lt,,33.0,
Останкинский,Якиманка,lt,,,34.0
Останкинский,Якиманка,lt,,41.0,
Останкинский,Ярославский,lt,,,16.0
Останкинский,Ярославский,lt,,194.0,
Останкинский,Ясенево,lt,,,60.0
Останкинский,Ясенево,lt,,7.0,
Отрадное,Академический,lt,,,62.0
Отрадное,Академический,lt,,6.0,
Отрадное,Алексеевский,lt,,,30.0
Отрадное,Алексеевский,lt,,29.0,
Отрадное,Алтуфьевский,lt,,,12.0
Отрадное,Алтуфьевский,lt,,79.0,
Отрадное,Арбат,lt,,,58.0
Отрадное,Арбат,lt,,6.0,
Отрадное,Аэропорт,lt,,,40.0
Отрадное,Аэропорт,lt,,35.0,
Отрадное,Бабушкинский,lt,,,16.0
Отрадное,Бабушкинский,lt,,103.0,
Отрадное,Басманный,lt,,,44.0
Отрадное,Басманный,lt,,32.0,
Отрадное,Беговой,lt,,,42.0
Отрадное,Беговой,lt,,23.0,
Отрадное,Бекасово,lt,,,123.0
Отрадное,Бекасово,lt,,3.0,
Отрадное,Бескудниковский,lt,,,18.0
Отрадное,Бескудниковский,lt,,56.0,
Отрадное,Бибирево,lt,,,13.0
Отрадное,Бибирево,lt,,254.0,
Отрадное,Бирюлёво Восточное,lt,,,64.0
Отрадное,Бирюлёво Восточное,lt,,13.0,
Отрадное,Бирюлёво Западное,lt,,,63.0
Отрадное,Бирюлёво Западное,lt,,9.0,
Отрадное,Богородское,lt,,,32.0
Отрадное,Богородское,lt,,4.0,
